date,atmo_local_nagoya,atmo_sea_nagoya,temp_avg_nagoya,temp_high_nagoya,temp_low_nagoya,atmo_local_fukuoka,atmo_sea_fukuoka,temp_avg_fukuoka,temp_high_fukuoka,temp_low_fukuoka
2025-09-28,1007.4,1013.8,25.8,31.0,22.1,1010.5,1012.2,26.7,31.3,23.2
2025-09-29,1000.9,1007.3,25.1,29.5,21.7,1009.7,1011.4,25.6,28.1,23.3
2025-09-30,1004.6,1011.1,23.9,29.4,19.4,1010.9,1012.6,24.5,28.6,21.0
2025-10-01,1005.8,1012.3,22.7,26.6,20.0,1011.3,1013.0,25.0,29.0,21.1
2025-10-02,1009.8,1016.3,23.2,29.7,18.2,1014.9,1016.6,25.1,29.2,21.1
2025-10-03,1014.4,1021.0,23.2,26.8,20.5,1014.9,1016.7,22.9,25.3,19.5
2025-10-04,1012.4,1019.0,20.1,20.9,19.4,1012.2,1013.9,25.0,29.8,23.0
2025-10-05,1007.0,1013.6,21.7,23.9,20.0,1012.2,1013.9,25.4,29.2,22.7
2025-10-06,1005.4,1011.8,25.1,31.2,20.4,1012.5,1014.2,25.7,29.0,22.9
2025-10-07,1010.0,1016.5,24.0,27.0,21.8,1012.5,1014.2,25.8,29.0,22.0
2025-10-08,1006.0,1012.5,25.6,31.4,20.8,1011.5,1013.2,25.5,29.5,23.5
2025-10-09,1005.8,1012.3,24.4,30.1,20.1,1014.3,1016.0,24.6,28.4,21.9
2025-10-10,1012.6,1019.3,20.8,24.2,17.9,1014.4,1016.2,24.0,28.3,19.3
2025-10-11,1010.0,1016.6,19.9,21.2,18.5,1010.4,1012.1,25.4,30.3,20.5
2025-10-12,1005.3,1011.8,23.0,26.5,20.1,1010.3,1012.0,25.5,28.9,22.7
2025-10-13,1003.6,1010.1,25.0,31.0,21.7,1013.1,1014.8,26.1,30.2,23.9
2025-10-14,1009.8,1016.4,21.6,24.9,19.3,1013.8,1015.5,25.2,31.7,22.8
2025-10-15,1012.8,1019.4,20.9,23.5,18.9,1015.8,1017.5,25.0,28.6,23.4
2025-10-16,1010.6,1017.1,21.3,22.8,19.9,1015.4,1017.1,25.2,29.3,23.5
2025-10-17,1014.0,1020.5,22.9,29.1,18.6,1017.7,1019.4,25.0,29.9,20.9
2025-10-18,1012.9,1019.5,21.4,24.6,19.0,1015.4,1017.1,24.7,29.3,21.3
2025-10-19,1012.6,1019.2,21.1,23.7,19.9,1017.8,1019.6,21.6,23.5,20.2
2025-10-20,1012.3,1018.9,21.0,26.0,17.4,1019.6,1021.4,21.6,25.3,19.5
2025-10-21,1017.7,1024.4,16.9,19.4,14.7,1021.2,1023.0,20.0,23.0,18.5
2025-10-22,1018.8,1025.6,14.5,16.1,12.6,1021.7,1023.5,18.4,19.6,16.3
2025-10-23,1018.0,1024.7,16.6,22.3,12.6,1021.4,1023.2,19.3,23.6,15.2
2025-10-24,1017.2,1024.0,16.9,19.7,15.3,1020.0,1021.8,20.1,25.1,16.6
2025-10-25,1014.7,1021.4,17.0,18.8,15.9,1016.7,1018.5,19.2,22.0,16.7
2025-10-26,1004.6,1011.3,18.1,20.6,16.5,1013.3,1015.1,19.0,23.9,16.0
2025-10-27,1006.1,1012.7,17.6,22.4,14.0,1016.8,1018.6,18.6,21.7,16.0
2025-10-28,1014.7,1021.5,14.7,18.7,11.5,1023.4,1025.2,15.3,17.9,12.3
2025-10-29,1020.0,1026.9,13.9,20.5,8.7,1025.0,1026.8,14.9,19.9,11.1
2025-10-30,1019.7,1026.5,14.6,20.7,9.3,1021.8,1023.6,16.8,22.1,11.0
2025-10-31,1009.2,1015.9,14.5,18.9,12.6,1013.4,1015.2,17.0,18.8,14.7
2025-11-01,1001.6,1008.3,15.0,20.9,12.0,1011.3,1013.0,17.5,21.2,14.1
2025-11-02,1007.6,1014.4,14.2,18.8,11.0,1015.8,1017.6,18.3,21.3,16.0
2025-11-03,1013.8,1020.6,12.9,17.9,10.0,1023.0,1024.8,15.4,18.8,11.4
2025-11-04,1020.2,1027.0,13.4,18.3,7.9,1023.3,1025.1,15.2,19.5,10.4
2025-11-05,1017.3,1024.1,14.4,16.3,13.1,1019.5,1021.3,17.1,21.7,14.0
2025-11-06,1011.1,1017.8,16.8,22.7,11.3,1019.3,1021.1,17.0,21.9,12.4
2025-11-07,1014.4,1021.1,16.2,22.2,11.1,1021.3,1023.1,16.9,22.3,12.2
2025-11-08,1018.1,1024.9,14.8,19.1,9.4,1019.3,1021.1,18.9,24.2,12.9
2025-11-09,1008.4,1015.1,14.2,15.8,13.2,1012.2,1014.0,18.8,22.2,17.3
2025-11-10,1004.6,1011.4,13.7,18.5,9.2,1015.6,1017.4,16.1,19.4,11.0
2025-11-11,1011.3,1018.1,12.5,18.3,8.1,1018.0,1019.8,13.6,19.0,9.1
2025-11-12,1015.8,1022.7,11.8,15.4,6.3,1018.7,1020.5,15.3,18.2,10.7
2025-11-13,1009.5,1016.3,14.0,17.1,11.6,1015.4,1017.2,16.3,19.3,12.8
2025-11-14,1008.6,1015.4,14.6,21.2,9.0,1016.3,1018.1,15.8,21.1,11.0
2025-11-15,1016.6,1023.4,13.4,20.1,8.4,1022.6,1024.4,15.9,21.2,11.6
2025-11-16,1020.3,1027.2,13.1,19.9,7.7,1023.8,1025.6,15.4,21.6,10.3
2025-11-17,1012.7,1019.5,14.5,20.7,8.8,1021.1,1022.9,15.7,20.7,11.8
2025-11-18,1009.5,1016.3,10.6,14.1,6.9,1021.8,1023.6,11.3,14.3,9.6
2025-11-19,1015.1,1022.0,9.1,14.5,5.6,1022.4,1024.2,10.8,13.8,8.2
2025-11-20,1015.7,1022.6,9.0,15.3,3.5,1022.3,1024.1,12.8,16.1,10.2
2025-11-21,1013.6,1020.4,11.0,17.0,5.4,1022.3,1024.1,13.4,17.8,10.0
2025-11-22,1016.8,1023.7,12.2,17.6,8.1,1023.5,1025.4,12.5,18.0,7.8
2025-11-23,1016.6,1023.5,11.1,17.8,6.0,1021.6,1023.4,13.2,19.1,8.7
2025-11-24,1012.0,1018.8,12.0,18.6,5.8,1017.2,1019.0,15.0,19.0,11.3
2025-11-25,1006.6,1013.4,10.8,12.4,8.6,1013.8,1015.6,13.7,18.2,12.0
2025-11-26,1010.9,1017.8,12.3,17.9,7.8,1021.0,1022.8,12.0,15.3,9.5
2025-11-27,1011.7,1018.5,12.2,18.8,6.8,1016.2,1018.0,13.1,18.5,8.9
2025-11-28,1006.8,1013.6,12.5,15.1,9.2,1017.5,1019.3,11.9,14.1,9.1
2025-11-29,1011.8,1018.6,10.1,15.5,6.0,1018.0,1019.8,10.7,16.1,6.0
2025-11-30,1013.2,1020.1,10.1,17.1,4.5,1016.8,1018.6,14.9,21.5,9.7
2025-12-01,1011.1,1017.9,12.3,18.3,6.9,1015.5,1017.3,16.0,20.8,11.5
2025-12-02,1008.0,1014.8,14.1,20.4,8.6,1015.5,1017.3,13.5,18.9,9.5
2025-12-03,1004.8,1011.7,9.0,13.3,3.1,1019.3,1021.1,9.3,13.0,6.8
2025-12-04,1011.9,1018.9,4.5,8.7,1.1,1023.0,1024.9,7.9,10.5,5.9
2025-12-05,1013.5,1020.5,5.7,11.1,2.2,1022.9,1024.8,8.0,10.8,3.6
2025-12-06,1016.8,1023.8,5.9,12.1,1.0,1021.7,1023.5,8.3,14.8,2.7
2025-12-07,1015.1,1022.1,8.0,14.3,2.2,1020.5,1022.3,12.1,18.5,7.9
2025-12-08,1013.3,1020.2,9.5,16.1,4.5,1021.3,1023.1,12.5,17.8,9.1
2025-12-09,1015.3,1022.2,9.0,13.7,5.2,1023.4,1025.2,9.8,14.7,5.8
2025-12-10,1016.7,1023.7,7.8,14.1,3.3,1023.1,1024.9,9.7,14.7,5.9
2025-12-11,1012.2,1019.1,8.8,14.5,4.1,1017.5,1019.3,13.0,16.2,8.5
2025-12-12,1017.8,1024.8,6.8,9.5,3.2,1024.7,1026.5,11.3,14.4,7.7
2025-12-13,1017.6,1024.7,5.8,9.0,1.2,1018.8,1020.6,8.9,12.6,5.4
2025-12-14,1001.9,1008.7,8.5,13.5,6.0,1015.4,1017.2,10.3,12.4,8.3
2025-12-15,1011.7,1018.7,7.5,11.8,4.2,1022.3,1024.2,8.4,11.7,5.3
2025-12-16,1015.5,1022.5,7.7,12.9,1.9,1022.0,1023.8,8.8,13.3,4.7
2025-12-17,1012.3,1019.2,8.8,12.7,4.5,1018.8,1020.6,11.6,15.8,9.2
2025-12-18,1016.8,1023.7,8.5,13.6,4.9,1023.0,1024.8,10.3,15.0,6.9
2025-12-19,1020.9,1027.8,9.7,15.9,3.9,1021.6,1023.4,13.5,19.8,7.4
2025-12-20,1017.7,1024.5,11.5,13.4,9.4,1018.3,1020.1,16.9,23.2,13.4
2025-12-21,1011.1,1017.9,12.1,13.6,9.7,1020.0,1021.8,12.9,17.0,9.9
2025-12-22,1017.1,1024.0,9.2,13.2,5.2,1024.8,1026.6,10.8,14.2,7.5
2025-12-23,1020.2,1027.2,8.2,12.7,4.7,1020.9,1022.8,11.6,17.1,5.8
2025-12-24,1008.8,1015.6,10.3,11.8,7.8,1011.4,1013.2,14.3,17.1,12.1
2025-12-25,997.2,1003.9,11.1,12.5,8.6,1011.4,1013.2,10.2,13.6,5.5
2025-12-26,1003.1,1010.1,4.9,8.7,1.3,1020.2,1022.1,3.6,5.7,2.4
2025-12-27,1014.0,1021.0,3.5,7.5,-0.2,1022.8,1024.7,4.5,7.5,1.5
2025-12-28,1015.3,1022.3,5.6,11.7,0.5,1021.9,1023.8,7.0,11.5,4.6
2025-12-29,1014.1,1021.1,6.4,12.9,0.5,1018.2,1020.0,9.2,13.6,5.4
2025-12-30,1011.2,1018.1,8.2,12.9,4.1,1018.5,1020.3,10.3,14.1,5.8
2025-12-31,1010.0,1017.0,6.1,10.4,2.9,1020.2,1022.1,7.9,10.1,5.8
